temperature_2m_max,temperature_2m_min,temperature_2m_mean,rain_sum,precipitation_hours,wind_speed_10m_max,shortwave_radiation_sum,year,month,day,id
25.7,8.0,16.8,0.0,0.0,13.4,24.02,2020,10,25,"d3676c0a-bebd-4168-b5d6-40e7e604747e"
26.8,11.6,18.5,0.0,0.0,10.8,24.42,2020,10,26,"b1ccf6c2-b579-4058-9c43-2e1c75c110f2"
27.0,10.2,18.0,0.0,0.0,17.4,23.17,2020,10,27,"dc74019f-c442-4c1b-8309-85b78352a2fa"
26.7,11.0,18.2,0.0,0.0,15.8,21.65,2020,10,28,"ebd8718e-5b00-4c43-9a40-7cbd24bcb184"
26.0,12.8,18.7,0.1,1.0,18.2,18.89,2020,10,29,"2e476255-6e0a-44b9-9636-9165b5f3bb4e"
24.0,10.7,16.3,0.3,3.0,17.6,20.17,2020,10,30,"7110975b-dccf-493e-af72-12fcfa3d9ebb"
25.2,9.6,17.3,0.0,0.0,13.1,20.98,2020,10,31,"5effc4d4-a3e2-490a-a840-1ef7251526bb"
22.0,6.3,13.5,0.0,0.0,15.3,17.54,2020,12,1,"6bcd08a9-401e-4130-a39d-34394c508756"
21.6,7.5,14.4,0.0,0.0,14.3,17.72,2020,12,2,"6ab9a560-e7a2-45bb-afae-acc157c6b39a"
23.1,7.9,14.2,0.0,0.0,20.4,18.54,2020,12,3,"19117aa7-5920-4a76-bb83-038b9e6f04ee"
23.2,6.1,14.5,0.0,0.0,21.3,18.64,2020,12,4,"0c07cc55-a10d-4802-b716-0978ac308003"
23.9,7.5,15.3,0.0,0.0,21.6,18.99,2020,12,5,"37abbd89-bcb8-4f46-8ecf-461ecc07a130"
22.2,7.2,14.8,0.0,0.0,15.1,17.89,2020,12,6,"e554e4b7-e7b9-46c3-9d9a-9756e95b0b8c"
19.0,9.8,14.0,0.0,0.0,14.4,14.88,2020,12,7,"b5163d77-69b3-496a-9680-68f136a2b0ca"
21.0,6.7,13.6,0.1,1.0,17.7,16.08,2020,12,8,"cffef82a-b8bf-40c3-94f1-4a39cf8b158b"
21.6,8.2,14.9,0.0,0.0,15.9,16.8,2020,12,9,"bd52fe92-b83a-40d7-ad0e-a2017fdd32ae"
22.9,9.3,15.8,0.0,0.0,15.5,17.07,2020,12,10,"a0ff1d44-9bf3-42a8-9c35-9f9a8818d6fe"
24.1,12.8,17.4,0.4,2.0,11.3,18.64,2020,12,11,"fbedd694-8333-4b7e-bdb3-6318c58908de"
23.0,8.9,15.9,0.0,0.0,17.0,17.52,2020,12,12,"f619055b-fa11-4095-b4d6-d4bd551320fa"
24.7,6.8,15.7,0.0,0.0,20.8,19.35,2020,12,13,"58ad94d3-7936-46b2-8cbc-44cee894aae2"
23.0,10.1,15.7,0.0,0.0,22.2,18.14,2020,12,14,"dce9c8d7-dffe-4644-af87-f2d652847dab"
24.4,6.7,15.3,0.1,1.0,11.2,18.96,2020,12,15,"f548d420-ecd8-4e9b-be01-0ea292d0ca36"
22.2,9.8,15.1,0.0,0.0,18.8,16.31,2020,12,16,"d5c41a7f-a042-49de-a203-4c31d00d0351"
21.8,7.0,14.1,0.0,0.0,13.6,17.63,2020,12,17,"4b2575e2-4f5c-4a06-b64a-133a895339bf"
22.2,6.4,14.4,0.0,0.0,14.5,17.51,2020,12,18,"bbcecbef-2b7c-431e-8d67-cb95e2b93373"
22.7,10.6,16.2,0.0,0.0,14.7,18.39,2020,12,19,"7c8c8be0-ebe0-4448-830b-09e18d31a17a"
21.8,9.5,15.6,0.2,2.0,17.8,16.61,2020,12,20,"a7253fae-5d4b-427c-ba4b-2f0f252f6eb3"
21.4,8.4,15.0,0.0,0.0,9.1,16.9,2020,12,21,"3acf077a-fc73-438b-a922-8592f963adec"
23.1,9.7,16.0,0.0,0.0,12.2,17.8,2020,12,22,"ed94bc5b-f6cf-483e-b50b-c275bde57f3c"
23.7,7.4,15.5,0.0,0.0,15.6,18.71,2020,12,23,"83bc7d02-a420-4ca0-8d93-aca53eb45275"
22.8,7.4,14.8,0.0,0.0,21.3,19.98,2020,12,24,"6c97fe46-cb3f-44be-b2e4-76ab8f277a6b"
21.0,2.4,11.4,0.0,0.0,12.3,17.77,2020,12,25,"9d970f37-ff1f-47af-b63d-6727e9fd18e7"
23.5,5.1,14.2,0.0,0.0,14.7,19.8,2020,12,26,"0be0e90e-817a-4d05-b758-9078cf8ede2b"
21.7,5.4,13.9,0.0,0.0,13.7,20.49,2020,12,27,"574a253f-8718-4784-bebe-b5f38d942ba2"
21.9,6.5,13.4,0.0,0.0,13.6,20.73,2020,12,28,"a7437637-b32d-45be-872a-f00676e8996f"
21.8,4.9,12.4,0.0,0.0,13.8,20.52,2020,12,29,"37240702-fcc4-4aca-93a5-c20f4be4581a"
22.4,4.0,12.6,0.0,0.0,22.0,20.33,2020,12,30,"3d1e05d8-22c0-4735-9357-9cc98b69835d"
19.5,7.5,12.8,0.0,0.0,31.7,20.52,2020,12,31,"b4abd5a9-47ef-42e5-ba08-1eb58c6d419d"
24.0,0.5,11.9,0.0,0.0,23.1,20.97,2021,1,1,"6b6b704f-6c92-47ca-aca9-3691308d2f66"
24.0,3.3,12.6,0.0,0.0,20.6,20.62,2021,1,2,"36a09303-f9d1-422b-b2ca-1668e400d4f5"
24.6,2.9,13.4,0.0,0.0,19.3,20.37,2021,1,3,"b9385ee0-11bc-41af-9851-1ea43b588f76"
22.9,5.5,14.4,0.0,0.0,14.3,20.4,2021,1,4,"87b3ed8e-9f30-4374-97dd-6660f0dcded9"
22.3,7.1,14.2,0.0,0.0,19.7,19.41,2021,1,5,"6598ac41-a950-4651-bfb3-ecfefbcb59ec"
22.1,5.0,14.1,0.3,1.0,15.9,19.55,2021,1,6,"2bd83f00-fde8-4cd3-a4b6-4641548d7f71"
19.8,8.8,13.7,0.0,0.0,15.5,15.14,2021,1,7,"7380cfa7-877a-4066-aa65-9fca4dcb1b7b"
21.4,6.1,14.0,0.0,0.0,14.0,18.7,2021,1,8,"e42f9544-b884-4d62-a949-ba81a0b7066f"
19.7,6.8,13.8,2.1,2.0,13.7,17.43,2021,1,9,"1b50a39b-becd-4635-bff6-7285735b3144"
21.5,5.9,13.6,0.0,0.0,11.3,17.55,2021,1,10,"0633a82d-29e6-4716-a156-1c6deb016506"
18.9,7.5,12.2,0.5,3.0,17.8,14.71,2021,1,11,"20e13f8f-a11b-413d-bf58-779f8db78aba"
21.5,8.6,13.9,0.0,0.0,19.1,18.99,2021,1,12,"6ec9f1fd-3796-4d8f-85b7-e0920a3ae48a"
19.4,5.1,12.9,0.0,0.0,14.3,13.95,2021,1,13,"8b15ba13-9050-49e6-9b93-dae3444a4eb4"
22.6,8.4,14.8,0.1,1.0,17.4,15.7,2021,1,14,"ad02a89c-0524-4e72-8af2-fd3c0803e791"
20.7,11.1,15.6,0.4,2.0,11.8,15.31,2021,1,15,"7744e79d-e5f7-470a-b32c-37391f05e92a"
20.4,7.7,14.0,2.6,3.0,15.5,14.29,2021,1,16,"293d9e8b-8b68-4a62-ac97-bbbf58d828fb"
19.7,9.2,14.0,1.9,5.0,14.2,13.45,2021,1,17,"a886f3a9-bae2-4c04-91bf-aa38c86cbfb1"
20.8,6.9,13.3,0.1,1.0,13.1,18.68,2021,1,18,"b9ee9274-5e29-46f0-b9a1-76ebe19b52a2"
23.2,6.8,14.8,0.1,1.0,16.8,19.5,2021,1,19,"b44e74bb-2952-42f2-84f2-a378c60940a9"
21.7,8.1,14.9,0.0,0.0,13.0,17.5,2021,1,20,"ce291d63-eb65-40a2-9195-294dadf2514f"
25.0,8.6,15.4,0.0,0.0,17.2,20.88,2021,1,21,"9803b379-07cb-4048-9969-7b4fddc67cf9"
25.2,10.0,17.0,0.0,0.0,20.1,20.64,2021,1,22,"2357e7d4-a5f2-4f33-a6c9-d1e097838ce0"
24.2,9.5,16.6,0.0,0.0,13.5,18.64,2021,1,23,"94a3d396-1f39-48b8-86e0-fac73818b7bb"
24.0,8.6,15.9,0.0,0.0,18.3,16.03,2021,1,24,"bb3caebb-90a5-4249-a74b-0d7d02fc24e1"
25.4,5.0,15.4,0.0,0.0,15.3,21.47,2021,1,25,"6745b154-7513-4350-9996-e16c7fc8ef38"
26.8,8.9,16.9,0.0,0.0,19.3,21.39,2021,1,26,"58ee15fb-c42a-4b78-b8db-840f1326e7ed"
26.5,11.9,17.5,0.0,0.0,28.4,21.13,2021,1,27,"452da888-c9f5-49bd-9458-f8d93d8cc5a6"
22.5,10.3,14.8,0.0,0.0,28.5,18.32,2021,1,28,"18166a83-95ec-421c-a60d-e8a783153ab0"
24.1,7.4,14.4,0.0,0.0,17.4,20.73,2021,1,29,"7036520d-c67c-4a6f-bd7e-86e49e58bfc6"
25.0,8.0,16.5,0.0,0.0,9.4,21.27,2021,1,30,"f7bb71c8-1407-4c99-b60d-4da6fbdf28ac"
25.9,8.7,17.1,0.0,0.0,23.9,22.73,2021,1,31,"7f6ade75-13dc-411d-bff9-527c801d1882"
29.8,13.2,21.2,0.0,0.0,21.4,25.31,2021,3,1,"dddbcc30-7c4d-47ac-ab64-a470e39dae70"
26.1,13.9,19.5,0.2,2.0,18.4,22.06,2021,3,2,"24cdf661-ecba-4a8d-9af3-337995fbd59d"
27.5,12.0,19.7,0.0,0.0,15.3,24.27,2021,3,3,"77d0ec9e-d2a3-4c98-8848-8d812932f0f0"
28.8,14.2,20.9,0.0,0.0,16.1,26.23,2021,3,4,"a037596c-4807-448b-a678-88f64c828edb"
28.7,11.0,20.4,0.0,0.0,18.1,24.91,2021,3,5,"33b00692-2165-4d58-81f7-1d50f343b768"
24.6,12.3,16.8,0.3,2.0,22.5,19.32,2021,3,6,"0de440e1-412b-4d56-9418-2d2042ac24d9"
27.3,7.6,17.4,0.4,1.0,15.5,23.56,2021,3,7,"908cb963-8055-4007-a426-af2eabd6f8db"
26.2,7.6,16.2,0.0,0.0,17.6,24.93,2021,3,8,"7927fe5f-dbfb-4ad8-b928-62eef8c50967"
26.7,7.1,16.3,0.0,0.0,24.7,25.94,2021,3,9,"f2ff69fa-ccdd-4fa9-80c8-22242b906632"
28.1,8.6,18.5,0.0,0.0,17.8,27.75,2021,3,10,"d324471a-b173-4d9c-9dbf-dc1727c683a9"
27.9,9.9,19.7,0.0,0.0,14.6,26.76,2021,3,11,"e2ac4d00-678c-4438-8292-71061e8358c9"
28.4,10.2,19.6,0.0,0.0,16.6,25.42,2021,3,12,"8b2ea03e-1068-427d-8ec0-18f4bcca020d"
28.7,9.8,19.4,0.0,0.0,19.7,26.98,2021,3,13,"a1f02419-c416-4e19-965a-7ec1adf87ded"
28.0,10.3,19.1,0.1,1.0,18.7,24.55,2021,3,14,"78ef2bfa-6082-4bef-8594-5d48f97de6c3"
27.7,11.9,20.0,0.0,0.0,15.1,25.7,2021,3,15,"e61ff407-5be0-4793-b815-4298bed353e6"
28.2,11.4,19.4,0.0,0.0,21.3,25.94,2021,3,16,"ef291d19-4a42-4d67-ab40-372fe7c763ea"
26.5,10.1,18.5,0.1,1.0,21.0,24.8,2021,3,17,"4de9375d-6998-4d77-98ed-22afa35c5294"
23.3,12.0,17.0,0.3,2.0,22.7,20.97,2021,3,18,"7643bf75-e54c-4948-81bc-bc77c1ddffd8"
24.6,8.0,16.1,0.0,0.0,21.1,23.78,2021,3,19,"213d9c23-a332-470c-82c3-bc1569cac352"
24.4,8.5,16.5,0.9,2.0,25.0,23.52,2021,3,20,"5b8a03a9-5753-41ef-b4ce-4e11220c4832"
23.8,9.8,16.9,0.6,3.0,28.8,22.1,2021,3,21,"9dfef4e4-63be-45a2-aff0-798810e2b6a4"
28.0,8.7,18.4,0.1,1.0,21.4,26.76,2021,3,22,"2cc9175f-5a3b-4563-8675-88d20f35063b"
28.6,9.8,19.0,0.0,0.0,23.1,27.21,2021,3,23,"d5729a09-0b1c-4b36-90a7-dc21b3d145d8"
29.2,7.3,18.5,0.0,0.0,25.1,29.01,2021,3,24,"f81f8dac-fd18-4348-a40a-ab69080294f2"
29.7,7.8,18.9,0.0,0.0,22.9,29.13,2021,3,25,"8a9caa0a-6af6-435b-8acb-955ad7a338f6"
28.9,9.9,19.3,0.0,0.0,18.8,28.05,2021,3,26,"6fe37be9-85d4-4782-bff9-b20aed396d58"
29.0,10.7,20.1,0.0,0.0,23.5,27.42,2021,3,27,"f259ad76-bed1-4c6c-94bb-5066b753622d"
31.2,11.7,20.1,0.1,1.0,35.8,27.9,2021,3,28,"2347ff76-196e-4d64-98a2-cd740a931735"
26.7,13.0,19.1,0.1,1.0,14.5,23.41,2021,3,29,"b4b00c92-f0ae-435c-9ee0-75b4dc3d261c"
28.1,10.3,20.1,0.0,0.0,20.6,27.54,2021,3,30,"efa4fecf-3384-4d1b-ac2e-1e520c5a4f36"
29.8,13.0,20.6,0.0,0.0,23.5,28.45,2021,3,31,"94dc0185-1f5b-4d3f-92e8-d5a87a23f0b1"
26.2,13.5,19.8,0.8,1.0,16.3,23.98,2021,5,1,"c1a16a00-4b86-4eba-b8c8-5120aac592a4"
27.6,11.7,19.9,0.0,0.0,19.8,26.53,2021,5,2,"47e899f2-fbed-4dd8-be09-940523dcef48"
28.1,12.5,20.3,0.0,0.0,27.8,29.85,2021,5,3,"281a6605-e6a6-480b-9b76-c403499b0922"
28.6,10.4,20.5,0.0,0.0,22.7,28.07,2021,5,4,"91c2cbba-456d-4bbb-8b92-1b1496cb4dd8"
25.8,13.3,18.3,29.9,8.0,11.5,23.23,2021,5,5,"16813d85-9fdc-4cba-879a-d9b40a17f36e"
25.6,13.4,18.1,10.6,8.0,25.4,24.87,2021,5,6,"da54b791-7d2a-4614-8369-db4fa8b174a9"
24.2,12.7,17.9,1.0,5.0,15.3,23.04,2021,5,7,"13721c37-5e2a-4b0c-8c3f-0e03d036734a"
24.2,12.3,18.1,0.0,0.0,15.3,23.81,2021,5,8,"d33c30a4-8ad5-43aa-8644-f03a37649959"
24.8,14.1,19.1,0.2,1.0,14.8,21.07,2021,5,9,"8d0916f4-a850-4044-9d08-c3077496d490"
24.0,13.5,18.6,2.4,5.0,13.0,20.13,2021,5,10,"0a9598d0-b598-4baf-980b-997ea56aaa47"
22.8,12.7,17.6,12.8,11.0,17.3,20.49,2021,5,11,"865a6ecc-0e00-46f7-a6e9-e1dce2ff3fef"
22.6,11.3,16.2,35.6,11.0,23.3,19.89,2021,5,12,"aac0209c-9125-4f7d-b5d4-b3dd4a4f012b"
21.6,10.9,15.8,4.3,13.0,19.8,17.97,2021,5,13,"3df53364-4e92-4761-9aa2-4315f4ad04f0"
22.2,13.0,16.8,2.8,11.0,12.9,21.03,2021,5,14,"9a358dfb-143a-4c61-83ec-ff2c563ec978"
22.3,12.4,17.0,0.1,1.0,9.4,21.19,2021,5,15,"9aca70ab-2a94-40d8-a7a9-9c0f70970d01"
22.0,12.8,17.0,3.9,7.0,16.2,21.62,2021,5,16,"ce7f446d-e0a2-4856-8bb1-7c8e7ca4a4e5"
22.4,10.3,16.8,1.5,3.0,24.0,21.35,2021,5,17,"4fd1ee79-f5b6-4f2d-9535-80489fb2f32b"
23.1,10.8,17.1,0.2,1.0,29.2,24.4,2021,5,18,"d44742d8-51a5-440a-9b55-542e726290c0"
24.6,8.5,17.6,0.1,1.0,15.0,25.92,2021,5,19,"a16981a4-e6cd-4721-8cbc-ec1d543311b4"
25.4,7.5,16.9,0.1,1.0,16.2,28.86,2021,5,20,"5e8c1e0e-9af8-4a21-a6a0-8b9029f76a9b"
26.7,11.5,19.0,0.2,1.0,23.6,27.13,2021,5,21,"573c5666-5623-4c8b-a913-d0dbc1dbb068"
27.3,11.5,19.3,0.0,0.0,24.2,28.26,2021,5,22,"685b762c-90e4-4d83-ade1-353375cb2b95"
26.6,12.9,19.7,0.1,1.0,19.6,22.77,2021,5,23,"f434a050-9265-4a33-81f0-ce6d13d44423"
26.5,14.3,19.0,4.9,6.0,20.6,22.64,2021,5,24,"2e4bcf87-0b62-4942-a133-4d2a549bc922"
28.7,13.8,20.2,1.0,2.0,22.9,24.62,2021,5,25,"67e270ba-c6c1-41c7-8c66-9ac82279a824"
27.9,13.8,20.4,0.3,1.0,16.2,24.2,2021,5,26,"0926aa24-6947-41bd-8269-847852aa8d57"
26.9,15.0,20.7,0.3,3.0,13.5,26.19,2021,5,27,"86c2d4a3-9e7e-4870-9db3-028b2522ada4"
29.1,12.9,21.3,0.9,1.0,26.7,29.35,2021,5,28,"bc66000f-adf2-4ad2-bd3a-f7a4609da7fc"
30.1,12.7,20.6,0.9,3.0,14.8,27.18,2021,5,29,"1716c86d-8e78-45ef-ba41-93c0b1da604b"
29.3,13.9,20.6,0.5,3.0,12.7,26.86,2021,5,30,"55e041e0-4e34-4006-b7c6-f4c37989c28d"
28.5,14.8,20.7,0.2,2.0,18.2,25.07,2021,5,31,"bd83b3a2-7620-4760-b94f-fce2ef2ba3f7"
18.7,13.5,15.7,16.7,24.0,10.9,10.66,2021,7,1,"95152ce9-63f4-4d13-a88f-18636f000f8b"
19.3,13.7,15.6,17.3,23.0,9.4,14.85,2021,7,2,"2e329a07-a029-42e3-95b0-1a0a86d5de88"
18.9,12.9,15.5,17.7,19.0,10.5,15.76,2021,7,3,"a55d6b32-aa1a-4fc6-ba79-d2150163e1a1"
20.6,11.5,16.0,0.9,4.0,13.1,21.91,2021,7,4,"06c1ebbc-28a7-49d1-aeb4-88872fdb4de8"
21.9,10.7,16.1,4.7,6.0,9.4,23.73,2021,7,5,"86f7229b-388d-41ca-b02e-a6393e707f78"
22.0,13.5,17.2,1.1,3.0,13.8,22.92,2021,7,6,"a0ccd99c-aa44-4987-b97e-00a02bef35a9"
20.6,14.1,17.3,5.3,11.0,10.5,21.38,2021,7,7,"8cde7bcb-d12a-4768-b50a-ca2701c05bc3"
20.7,13.4,16.8,9.4,14.0,12.4,16.47,2021,7,8,"d39428dd-a861-4999-ad77-b16a1192feaa"
21.6,13.5,17.1,2.0,10.0,12.1,19.52,2021,7,9,"361c1de7-22b0-4509-a7f7-44be6031cc11"
22.4,13.5,17.5,9.7,11.0,9.8,24.43,2021,7,10,"4559c67a-fad4-41cf-b8bd-32b9a6622f5f"
22.7,13.0,17.3,1.4,4.0,11.7,23.5,2021,7,11,"3cc1e5fc-cbb9-445b-a5e2-9949ff8847f9"
21.9,11.9,16.9,0.6,4.0,11.2,25.15,2021,7,12,"15a73922-d4d5-454f-baf1-6b9e82e5e543"
21.2,13.4,16.5,8.0,21.0,13.7,21.63,2021,7,13,"574e31f1-3266-46b2-a045-be908b2f3caf"
21.5,12.1,15.8,4.9,12.0,11.2,22.47,2021,7,14,"daf016ab-c400-428d-8224-5061e4ea4c12"
19.5,13.0,15.9,14.4,17.0,12.3,16.34,2021,7,15,"5cad32b3-ef90-41c5-b965-c2d2c037e5cb"
22.8,11.9,17.3,0.3,1.0,17.4,23.81,2021,7,16,"d25a0384-428d-4fd6-babe-2dcebc854466"
21.9,12.8,17.3,0.6,6.0,16.8,18.39,2021,7,17,"64009b42-89be-4200-92c0-6171d5e2fd2e"
22.5,10.4,15.9,1.4,5.0,14.4,24.22,2021,7,18,"e86230e7-6bf1-4d2d-be6e-f55812f717ff"
22.9,12.0,17.0,1.3,7.0,14.9,26.82,2021,7,19,"9713e47a-192c-4a21-b61a-ec1faf3fd9e6"
22.6,14.2,17.1,5.7,7.0,13.7,23.7,2021,7,20,"3a9d8fab-b7b7-4c5e-acff-421fbafa2f3e"
22.0,13.0,17.1,3.9,9.0,18.8,22.48,2021,7,21,"7fd7051d-e1c2-457f-83ad-667c1373ad33"
21.3,13.4,16.9,8.9,17.0,16.4,24.19,2021,7,22,"1b42ec01-4a14-482b-891b-c9e9abe1333c"
22.9,10.9,16.6,0.0,0.0,14.9,24.98,2021,7,23,"81b922cf-c989-48e2-a552-2a4bd45a9fa9"
23.6,11.7,17.0,0.4,1.0,11.9,26.83,2021,7,24,"673de235-d76e-4ade-9784-79579a54f51e"
23.5,11.1,16.9,6.8,7.0,16.7,26.56,2021,7,25,"36796ff6-792d-45ab-82fd-4b61a191b47f"
22.3,12.9,17.1,6.8,6.0,10.9,24.17,2021,7,26,"26f148bf-4872-440e-9ec9-57fdc9590926"
23.2,12.8,17.1,0.7,2.0,17.0,24.88,2021,7,27,"7c69dc42-066a-4b0e-8fc0-a8ede2aa8b63"
21.8,14.0,16.9,3.3,13.0,9.9,18.71,2021,7,28,"178995cd-2727-48fd-8f0b-69a3f3e02947"
23.3,13.6,17.8,3.6,12.0,17.1,23.66,2021,7,29,"f0cbcd58-06ca-4a73-ba18-b41e8cd5dc54"
22.5,12.6,17.0,8.0,9.0,11.8,21.08,2021,7,30,"82a65914-8486-47ec-a441-63aacc7e2b75"
22.2,13.2,16.7,7.5,10.0,8.7,23.3,2021,7,31,"c4872963-43a9-4428-bc2c-33fadbcb2683"
21.5,12.3,16.3,5.9,10.0,12.2,22.51,2021,8,1,"022fedac-e9bf-4700-8f44-872b064f519c"
23.2,13.3,17.4,5.4,8.0,8.4,23.98,2021,8,2,"e96706cd-4686-4742-92e9-ec151233ae80"
20.8,13.6,16.5,13.1,12.0,10.9,16.44,2021,8,3,"6aeaf94c-3d7b-45e0-8a7f-cdeafe6479d7"
21.5,13.2,17.1,5.6,12.0,16.1,20.36,2021,8,4,"7438b188-0813-4034-8c3c-16404cbeeeb9"
21.9,13.1,17.3,10.2,17.0,11.7,19.91,2021,8,5,"0c8940c2-b925-462b-9f01-b09a65e0639a"
22.0,13.4,17.0,22.5,15.0,12.3,21.62,2021,8,6,"5f5c5294-05a8-4fd3-bddf-0836dabfffbb"
21.5,13.1,16.8,12.1,13.0,12.6,21.98,2021,8,7,"52d29156-fbb5-445d-9d1e-d892a4b211ac"
20.8,13.4,16.6,7.5,16.0,13.0,20.29,2021,8,8,"4292a462-eae4-4dec-b481-d783455d8a8b"
22.1,12.3,16.9,4.0,10.0,10.2,24.22,2021,8,9,"95d6a26c-1a00-4adc-8efc-b175faaa71d0"
22.6,12.1,17.0,3.0,9.0,14.1,24.56,2021,8,10,"c480bd38-cb5b-4e5b-80f0-16bdaed4ba3a"
20.5,11.7,15.9,6.1,11.0,10.2,22.72,2021,8,11,"1351cec9-ef73-497c-873b-29378dd3c647"
22.0,12.2,16.5,5.9,13.0,11.8,25.37,2021,8,12,"8ff910e7-28ec-414d-8541-244947fb3a50"
21.4,12.3,16.2,10.9,15.0,11.2,22.08,2021,8,13,"67b39ac7-222b-4bfc-9981-b82e2dbc8aa4"
21.1,13.2,16.5,21.5,18.0,16.2,21.23,2021,8,14,"3d0eed27-45d2-4df6-bf30-72d706e3aea3"
23.1,13.6,17.7,1.7,6.0,16.9,27.2,2021,8,15,"7364b112-a584-4202-8370-c1764ae67929"
22.8,13.3,17.3,4.7,9.0,14.3,23.23,2021,8,16,"a3c1af2c-ba5b-4418-af6e-094d7bf224c1"
21.8,13.9,16.9,11.4,12.0,10.5,20.31,2021,8,17,"a7147918-fc5c-4f44-ba89-d76c1179971f"
23.0,14.0,18.1,1.9,7.0,9.4,22.12,2021,8,18,"57e593fb-a6f8-45b2-bf97-aa06a18e0eb1"
24.9,14.0,18.3,1.0,6.0,14.8,24.62,2021,8,19,"a8ce6509-2a9c-47ee-a77f-f03cc0e403da"
